product_id,store_name,product_name,brand,price_eur,last_updated,city
CP0256,Esselunga,Fidaty Rocket Salad Family Pack,Fidaty,2.39,2026-02-14T00:00:00,Milan
CP0257,Esselunga,Top Golden Apples Family Pack 1kg, Top,3.8,2026-02-08T00:00:00,Milan
CP0258,Esselunga,Naturama Pink Lady Apples Family Pack,Naturama,3.0,2026-03-26T21:48:00,Milan
CP0259,Esselunga,Atlante Bananas Family Pack 1kg,Atlante,3.03,2026-02-25T06:40:00,Milan
CP0260,Esselunga,Ferrero Potatoes Family Pack 2kg,Ferrero,3.72,2026-03-11T01:49:00,Milan
CP0261,Esselunga,Atlante Chicken Breast Family Pack,Atlante,4.89,2026-03-11T00:00:00,Milan
CP0262,Esselunga,Atlante Chicken Thighs Family Pack,ATLANTE,5.91,2026-01-05T00:30:00,Milan
CP0263,Esselunga,Granarolo Minced Beef Family Pack,Granarolo,4.28,2026-01-21T09:19:00,Milan
CP0264,Esselunga,Naturama Beef Steak Family Pack 450g,Naturama,6.21,2026-03-13T00:00:00,Milan
CP0265,ESSELUNGA,Prosciutto Cotto Family Pack,Ferrero,5.71,2026-02-19T05:05:00,Milan
CP0266,Esselunga, Smart Salame Milano Family Pack 75g,Smart,7.27,2026-03-05T00:00:00,Milan
CP0267,Esselunga,Spaghetti Family Pack 500g,bio,4.02,2026-02-11T13:10:00,Milan
CP0268,Esselunga,Fidaty Penne Rigate Family Pack,Fidaty,3.61,2026-02-11T00:00:00,Milan
