store_product_id,canonical_product_id,alt_group_id,category,subcategory,product_name,brand,size,unit,pack_count,price_eur,promo_price_eur,currency,availability,store_name,city,last_updated,barcode,notes
CON-00011,CP0011,ALT0011,Dairy,Butter ,Salted Butter 250g,Verso Natura,250,g,2,"€2,60",,EUR,in stock,Conad,MILANO,2026/02/11 21:37,2602676151819,
CON-00012,CP0012,ALT0012,Dairy,Cheese,Verso Natura Parmigiano Reggiano,Verso Natura,200,g,4,"€2,85",2.19,Euro,in stock,Conad,Milano,2026-02-16 19:41:00,5457499894738,
CON-00013,CP0013,ALT0013,Dairy,Cheese,Gorgonzola 150g,Conad,150,g,1, 1.78 ,EUR 1.43,Euro,available,Conad,Milan,2026-04-28,9594444056555,imported
CON-00014,CP0014,ALT0014,Dairy,Cheese,Conad Kids Ricotta confezione,Conad Kids,250,g,1, 1.48 ,,eur,available,Conad,MILANO,22/01/2026,8540277234890,new
CON-00015,CP0015,ALT0015,Bakery,Bread,Whole Wheat Bread 500g,Piacersi,500,g,1,EUR 3.46,,eur,available,Conad,milan,2026-01-02 15:03:00,6716089064724,limited edition
CON-00016,CP0016,ALT0016, Bakery ,Bread,Ciabatta 300g,Sapori e Dintorni,300,,4,1.58,1.16,€,,Conad,MILANO,20-02-2026,,private label
CON-00017,CP0017,ALT0017,Bakery,Bread,Sandwich Bread,Rio Mare,550,g,6,EUR 3.27,,eur,available,Conad,milan,2026-03-03,6392823826646,limited edition
CON-00018,CP0018,ALT0018,Bakery,Croissants,Butter Croissant,Petfriends,6,pcs,3,"3,47",3.08,€,limited,CONAD,Milan,28-01-2026,6238127758430,
CON-00019,CP0019,ALT0019,Bakery,Croissants,Chocolate Croissant 6pcs,Conad Kids,6,pcs,1,2.00, 1.79 ,eur,available,Conad,Milano,11-03-2026,4276855146124,new
CON-00020,CP0020,ALT0020,Bakery,Cookies,Chocolate Chip Cookies,Piacersi,300,g,1,2.51,,€,limited,Conad,Milano,2026/03/20 01:18,9748087700691,
CON-00021,CP0021,ALT0021,Bakery,Cookies,Digestive Biscuits 400g,Verso Natura,400,g,1,2.15,,€,OUT OF STOCK,Conad,MILANO,05/01/2026,2864093223492,imported
CON-00022,CP0022,ALT0022,Produce,Tomatoes,Conad Kids Cherry Tomatoes,Conad Kids,500,g,2,1.89,"€1,37",Euro,available,Conad,MILANO,24-03-2026,5930069858871,seasonal item
CON-00023,CP0023,ALT0023,Produce,Tomatoes,Sapori e Dintorni Round Tomatoes,Sapori e Dintorni,1,kg,1, 2.82 ,"2,40",€,in stock,Conad,Milano,2026/03/12 09:50,,new
CON-00024,CP0024,ALT0024,Produce,Salad,Iceberg Lettuce 1pcs ,Sapori e Dintorni,1,pcs,1,3.46,,eur,limited,Conad,Milan,2026/04/11 02:11,9472865018850,private label
CON-00025,CP0025,ALT0025,Produce,Salad,Rocket Salad,Sapori e Dintorni,125,g,2,3.88,,€,in stock,Conad,milan,29-01-2026,4290743389265,check allergen label
CON-00026,CP0026,ALT0026,Produce,Apples,GOLDEN APPLES 1KG,Sapori e Dintorni,1,kg,4,"€2,95", 2.07 ,eur,,Conad,Milano,2026/03/23 05:13,2942266919862,
CON-00027,CP0027,ALT0027,Produce, Apples ,Verso Natura Pink Lady Apples,Verso Natura,1,kg,4,"€3,17","2,35",Euro,in stock,Conad,MILANO,10-02-2026,2729744012161,private label
CON-00028,CP0028,ALT0028,Produce,Bananas,Lavazza Bananas,Lavazza,1,kg,3,"€2,37",,EUR,limited,Conad,Milano,2026-03-21,1236245276106,
CON-00029,CP0029,ALT0029,Produce,Potatoes,Conad Potatoes confezione,Conad,2,kg,2,"1,68",,eur,limited,Conad,milan,2026/04/06 11:04,6103225648368,new
CON-00030,CP0030,ALT0030,Meat,Chicken,Aia Chicken Breast,Aia,400,g,1,EUR 4.88,,€,available,Conad,milan,2026/04/17 13:33,1822281073367,seasonal item
CON-00031,CP0031,ALT0031,Meat,Chicken,Chicken Thighs 500g,Mulino Bianco,500,g,,4.08,,EUR,,Conad,Milano,2026-03-04 23:30:00,3687028897779,limited edition
CON-00032,CP0032,ALT0032,Meat,Beef,Petfriends Minced Beef confezione,Petfriends,400,g,6,"7,44",,Euro,limited,Conad,Milan,07/01/2026,5711637039548,imported
CON-00033,CP0033,ALT0033,Meat,Beef,Beef Steak, Petfriends,300,g,8, 4.16 ,,Euro,limited,Conad,Milano,2026-04-10,3066381778170,
CON-00034,CP0034,ALT0034,Meat,Cured Meats,Petfriends Prosciutto Cotto,Petfriends,120,g,1,"5,27",,€,available,Conad,Milan,02/02/2026,7106039492583,check allergen label
CON-00035,CP0035,ALT0035,Meat,Cured Meats,Conad Kids Salame Milano,Conad Kids,100,g,1,5.92,,Euro,available,Conad,Milan,2026/03/28 01:59,7609474230654,promo shelf
CON-00036,CP0036,ALT0036,Pantry,Pasta,Petfriends Spaghetti confezione,Petfriends,500,g,8,EUR 3.96,,€,in stock,Conad,milan,13-02-2026,0972841736280,private label
CON-00037,CP0037,ALT0037,Pantry,Pasta,Penne Rigate,Conad Kids,500,g,1,EUR 1.94,,Euro,in stock,Conad,Milan,12/02/2026,4676581799489,imported
CON-00038,CP0038,ALT0038,Pantry,Pasta,Fusilli,Verso Natura,500,g,1, 4.39 ,,Euro,low stock,Conad,milan,17-02-2026,2378114111518,private label
CON-00039,CP0039,ALT0039,Pantry,Rice,Conad Carnaroli Rice confezione,Conad,1,kg,1,"€2,41",,€,limited,Conad,milan,2026/03/19 08:59,3393093676078,promo shelf
CON-00040,CP0040,ALT0040,Pantry,Rice,Sapori e Dintorni Basmati Rice confezione,Sapori e Dintorni,1,kg,3,3.97,,Euro,,Conad,Milano,10/03/2026,8312096714527,
CON-00041,CP0041,ALT0041,Pantry,Sauce,Sapori e Dintorni Tomato Passata confezione,Sapori e Dintorni,700,ml,1, 2.12 ,,eur,available, Conad ,MILANO,12/04/2026,3653339029651,
CON-00042,CP0042,ALT0042,Pantry,Sauce,Petfriends Pesto Genovese,Petfriends,190,g,1,2.48,,eur,,Conad,milan,2026/02/25 19:34,2400573573795,check allergen label
CON-00043,CP0043,ALT0043,Pantry,Oil,Conad Extra Virgin Olive Oil confezione,Conad,1,l,,EUR 2.00,,eur,OUT OF STOCK,Conad,MILANO,2026/02/09 08:30,0188678265150,
CON-00044,CP0044,ALT0044,Pantry,Oil,Sunflower Oil 1l,Verso Natura,1,l,2,EUR 3.48,,Euro,,Conad,milan,19/03/2026,2214443874751,imported
CON-00045,CP0045,ALT0045,Pantry,Flour,All Purpose Flour,Sapori e Dintorni,1,kg,1,"3,64",,eur,OUT OF STOCK,Conad,MILANO,2026/01/01 23:14,6841517000696,new
CON-00046,CP0046,ALT0046,Pantry,Flour,00 Flour,Piacersi,1,kg,1,"3,28",,EUR,available,Conad,milan,23-02-2026,6581596684927,
CON-00047,CP0047,ALT0047,Pantry,Sugar,Parmalat White Sugar confezione,Parmalat,1,kg,1,"2,74",,€,available,Conad,Milano,11/03/2026,9582143086693,imported
CON-00048,CP0048,ALT0048,Pantry,Sugar,Brown Sugar,Aia,1,kg,8,EUR 3.83,,Euro,limited,Conad,milan,2026-01-07,4573744275131,seasonal item
CON-00049,CP0049,ALT0049,Pantry,Coffee,Conad Ground Coffee,Conad,250,g,1,EUR 4.62,EUR 4.09,Euro,available, Conad ,Milan,2026-04-03,8703966332662,
CON-00050,CP0050,ALT0050,Pantry,Coffee,Coffee Beans,Conad Kids,500,g,6,,,EUR,available,Conad,MILANO,17/04/2026,5029406289824,private label
CON-00051,CP0051,ALT0051,Pantry,Cereal,Corn Flakes,Conad,375,g,3, 3.86 ,,€,limited,Conad,milan,2026-03-07 23:28:00,0711763366181,imported
CON-00052,CP0052,ALT0052,Pantry,Cereal,Muesli,Verso Natura,750,g,,"€3,39",,eur,available,Conad,MILANO,2026-01-07,5894551609117,private label
CON-00053,CP0053,ALT0053,Frozen,Pizza,Margherita Pizza,Conad Kids,350,g,2, 2.98 ,,Euro,in stock,Conad,milan,2026-02-06,7881109090433,seasonal item
CON-00054,CP0054,ALT0054,Frozen,Pizza,Piacersi Vegetable Pizza,piacersi,380,g,8,5.32,,Euro,available,Conad,MILANO,2026-02-15,7667157187182,seasonal item
CON-00055,CP0055,ALT0055,Frozen,Vegetables,Frozen Peas 450g,RIO MARE,450,g,4,EUR 4.17,,Euro,OUT OF STOCK,Conad,milan,2026/04/17 06:28,6362137969311,check allergen label
CON-00056,CP0056,ALT0056,Frozen,Vegetables,Frozen Spinach,Sapori e Dintorni,450,g,,"3,46",,eur,limited,Conad,MILANO,2026-04-26,7610352331907,new
CON-00057,CP0057,ALT0057, Frozen,Fish,Conad Kids Frozen Salmon Fillets confezione,Conad Kids,400,g,3,"3,12",,eur,available,Conad,Milano,2026-02-01 05:39:00,8518676674951,promo shelf
CON-00058,CP0058,ALT0058,Frozen,Fish,Fish Fingers 300g,Galbani,300,g,8,EUR 5.25,"3,95",EUR,,Conad,milan,2026-03-13,,check allergen label
CON-00059,CP0059,ALT0059,Beverages,Water,Verso Natura Still Water,Verso Natura,1.5,l,4, 2.07 ,,Euro,in stock,Conad,Milan,2026/03/18 10:48,7952336997174,imported
CON-00060,CP0060,ALT0060,Beverages,Water,Sparkling Water 1.5l,sapori e dintorni,1.5,l,1,1.74, 1.63 ,Euro,in stock,Conad,Milano,2026/02/08 16:29,3039311026431,check allergen label
CON-00061,CP0061,ALT0061,Beverages,Juice,Orange Juice, Petfriends ,1,l,1,"€1,80",1.60,EUR,in stock,Conad,milan,2026/04/13 22:29,4648186842563,seasonal item
CON-00062,CP0062,ALT0062,Beverages,Juice,Conad Kids Apple Juice confezione, Conad Kids ,1,l,4,EUR 2.51, 2.10 ,EUR,low stock,Conad,Milan,2026/01/22 02:16,2323887769399,seasonal item
CON-00063,CP0063,ALT0063,Beverages,Soft Drinks,COLA 1.5L,Piacersi,1.5,l,1,2.50,,Euro,low stock,conad,Milano,2026-03-02,0894157221969,imported
CON-00064,CP0064,ALT0064,Beverages,Soft Drinks,Piacersi Lemon Soda,Piacersi,1.5,l,4,"€1,17", 0.84 ,Euro,available,Conad,Milan,23/01/2026,7982507532081,promo shelf
CON-00065,CP0065,ALT0065,Beverages,Tea,Mulino Bianco Green Tea confezione,Mulino Bianco,20,pcs,2, 1.05 ,,eur,,conad,Milan,2026-02-17,5804709288930,new
CON-00066,CP0066,ALT0066,Beverages,Tea,Black Tea,Rio Mare,25,pcs,1,,,eur,OUT OF STOCK,Conad,Milano,2026/04/29 16:55,,
CON-00067,CP0067,ALT0067,Household,Detergent,Conad Dish Soap,Conad,750,ml,3,"4,32",,EUR,,Conad,Milan,2026-02-28,,
CON-00068,CP0068,ALT0068,Household ,Detergent,Laundry Detergent,Mutti,1.5,l,2,"4,06",,eur,OUT OF STOCK,Conad,milan,2026/01/06 15:02,1913545422726,
CON-00069,CP0069,ALT0069,Household,Paper,Toilet Paper 8pcs,Mulino Bianco,8,pcs,2,5.69,,€,available,Conad,MILANO,2026-03-22 00:30:00,2187735950849,private label
CON-00070,CP0070,ALT0070,Household,Paper,Kitchen Towels,Lavazza,4,pcs,3,"€5,21",4.92,EUR,OUT OF STOCK,Conad,milan,2026-04-07,7788600939161,
CON-00071,CP0071,ALT0071,Household,Cleaning, Piacersi Multi Surface Cleaner ,Piacersi,750,ml,3,"€3,71",,EUR,OUT OF STOCK,Conad,Milano,2026-03-26 01:57:00,,
CON-00072,CP0072,ALT0072,Household,Cleaning,Bleach 2l,Conad Kids,2,l,1,,EUR 4.38,eur,available,Conad,milan,07/04/2026,6054015035394,new
CON-00073,CP0073,ALT0073,Personal Care,Shampoo,Shampoo 250ml,Petfriends,250,ml,3,"€4,45",,EUR,available,Conad,milan,2026-04-23 12:20:00,5731799851476,
CON-00074,CP0074,ALT0074,Personal Care,Shampoo,Conditioner 250ml, Petfriends ,250,ml,4,"3,94",,Euro,in stock,Conad,milan,2026-02-23,6899189277579,
CON-00075,CP0075,ALT0075,Personal Care ,Soap,Lavazza Hand Soap,Lavazza,300,ml,4,"5,24","4,46",€,OUT OF STOCK,Conad,Milan,21/02/2026,6441418394669,seasonal item
CON-00076,CP0076,ALT0076,Personal Care,Soap,body wash,CONAD,500,ml,1, 4.94 ,3.93,eur,OUT OF STOCK,Conad,Milan,25/01/2026,,check allergen label
CON-00077,CP0077,ALT0077,Personal Care,Toothpaste,Granarolo Toothpaste,Granarolo,75,ml,6, 5.56 ,,eur,in stock,Conad,milan,2026-03-18 04:17:00,8853444859007,seasonal item
CON-00078,CP0078,ALT0078,Dairy,mozzarella,Mozzarella Premium,De Cecco,93.75,g,1, 1.41 ,,eur,limited,Conad,Milan,17/03/2026,0037529945582,promo shelf
CON-00079,CP0079,ALT0079,Dairy,Mozzarella,Mozzarella di Bufala Premium 93.75g,Sapori e Dintorni,93.75,g,1,"2,79",EUR 2.40,€,low stock,Conad,Milano,2026-03-08 17:40:00,9561510901022,seasonal item
CON-00080,CP0080,ALT0080,Dairy,Mozzarella,Verso Natura Fior di latte mozzarella Premium confezione,Verso Natura,200,g,2, 2.48 ,EUR 2.03,EUR,available,Conad,milan,11-03-2026,0882235167092,imported
CON-00081,CP0081,ALT0081,Dairy,Yogurt,Piacersi Greek Yogurt Premium confezione,Piacersi,170,g,1,"€1,72",,eur,limited,Conad,Milano,18-02-2026,1749706527961,check allergen label
CON-00082,CP0082,ALT0082, Dairy ,Yogurt,Strawberry Yogurt Premium 2pcs,Petfriends,2,pcs,1,1.65,,Euro,available,Conad,milan,01/01/2026,3096500401164,
CON-00083,CP0083,ALT0083,Dairy,Yogurt,Conad Plain Yogurt Premium confezione,Conad,500,g,1,"2,49",,EUR,OUT OF STOCK,Conad,milan,03/01/2026,0389773126500,seasonal item
CON-00084,CP0084,ALT0084,Dairy,Milk,Whole Milk Premium,Petfriends,0.75,l,1,"2,09",1.53,Euro,,Conad,MILANO,01-01-2026,5194973863620,private label
CON-00085,CP0085,ALT0085,Dairy,Milk,Semi-skimmed Milk Premium 1.5l,Piacersi,1.5,l,1,,,€,OUT OF STOCK,CONAD,MILANO,2026-02-01,4763347594933,private label
CON-00086,CP0086,ALT0086,Dairy,Milk,Mutti Lactose Free Milk Premium confezione,Mutti,,l,1,EUR 2.80,,Euro,,Conad,MILANO,2026/02/11 01:14,8825951911068,
CON-00087,CP0087,ALT0087,Dairy,Butter, Conad Kids Unsalted Butter Premium ,Conad Kids,375.0,g,2,"€1,91",,€,,Conad,milan,24/03/2026,,
CON-00088,CP0088,ALT0088,Dairy,Butter,Salted Butter Premium,Verso Natura,,g,4, 2.64 ,,EUR,,Conad,MILANO,27-04-2026,2235891409265,seasonal item
CON-00089,CP0089,ALT0089,Dairy,Cheese,Conad Kids Parmigiano Reggiano Premium,Conad Kids,150.0,,8,1.69,EUR 1.49,Euro,low stock,Conad,MILANO,2026/03/17 14:35,,
CON-00090,CP0090,ALT0090,Dairy,Cheese,Gorgonzola Premium 112.5g,Conad,112.5,g,8,"3,17",,eur,,Conad,MILANO,20-02-2026,8405877374591,check allergen label
CON-00091,CP0091,ALT0091,Dairy,Cheese,Conad Kids Ricotta Premium,Conad Kids,187.5,g,,1.81, 1.68 ,EUR,available,Conad,MILANO,28-03-2026,6672915548728,private label
CON-00092,CP0092,ALT0092,Bakery,Bread,Whole Wheat Bread Premium,Sapori e Dintorni,500,g,4,"€2,46",,eur,OUT OF STOCK,Conad,Milan,17-04-2026,,check allergen label
CON-00093,CP0093,ALT0093,Bakery,Bread, Sapori e Dintorni Ciabatta Premium ,Sapori e Dintorni,300,g,1, 1.90 ,,eur,available,Conad,MILANO,2026-02-06 10:06:00,4170709639764,new
CON-00094,CP0094,ALT0094,Bakery, Bread ,Sandwich Bread Premium 825g,Ferrero,825.0,g,6,"3,54",,Euro,OUT OF STOCK,Conad,Milano,07/01/2026,8969686159206,check allergen label
CON-00095,CP0095,ALT0095,Bakery,Croissants,Butter Croissant Premium,Petfriends,9.0,pcs,,EUR 3.13,,€,,Conad,Milano,03/01/2026,3223497279083,promo shelf
CON-00096,CP0096,ALT0096,Bakery,Croissants,Aia Chocolate Croissant Premium,Aia,4.5,pcs,1,"1,42",,eur,,Conad,Milano,2026-03-21 00:36:00,1102310380869,promo shelf
CON-00097,CP0097,ALT0097,Bakery, Cookies ,Barilla Chocolate Chip Cookies Premium confezione,Barilla,450.0,g,2,"€1,67",,EUR,in stock,CONAD,MILANO,2026-04-09,6753624878485,check allergen label
CON-00098,CP0098,ALT0098,Bakery,Cookies,Sapori e Dintorni Digestive Biscuits Premium confezione,Sapori e Dintorni,400,g,1,2.68,"€2,45",eur,in stock,Conad,Milano,2026-04-20 05:53:00,3913423153061,check allergen label
CON-00099,CP0099,ALT0099,produce,Tomatoes,Cherry Tomatoes Premium 750g,De Cecco,750.0,g,1,"3,55", 3.24 ,Euro,,Conad,Milano,2026-04-16,1435628251540,seasonal item
CON-00100,CP0100,ALT0100,Produce,Tomatoes,Verso Natura Round Tomatoes Premium confezione,Verso Natura,1.25,kg,4,EUR 3.34,,€,available,Conad,Milano,2026-03-11,9309184882421,
CON-00101,CP0101,ALT0101,Produce,Salad,Conad Iceberg Lettuce Premium confezione,Conad,1,pcs,2,1.86,,€,in stock,Conad,Milan,2026/03/25 17:54,8186451625104,check allergen label
CON-00102,CP0102,ALT0102,Produce,Salad,Conad Kids Rocket Salad Premium confezione,Conad Kids,156.25,g,3,2.29,,eur,,Conad,Milan,2026-04-28 00:00:00,9656854683447,
CON-00103,CP0103,ALT0103,Produce,Apples,Petfriends Golden Apples Premium confezione,Petfriends,1.5,kg,8, 3.92 ,,eur,available,Conad,Milan,2026-01-25,8462207693774,check allergen label
CON-00104,CP0104,ALT0104,Produce,Apples,Pink Lady Apples Premium 1kg,Granarolo,1,kg,8,EUR 2.97,,Euro,,Conad,Milan,29/03/2026,1090211360057,seasonal item
CON-00105,CP0105,ALT0105,Produce,Bananas,Bananas Premium 0.75kg,Conad Kids,0.75,kg,,EUR 3.17,,eur,in stock,Conad,MILANO,2026-01-30 03:37:00,,
CON-00106,CP0106,ALT0106,Produce,Potatoes,Potatoes Premium 2kg,Conad Kids,2,kg,6,2.59,2.41,€,in stock,Conad,MILANO,2026/01/08 15:08,9345891433741,limited edition
CON-00107,CP0107,ALT0107,Meat,Chicken,Verso Natura Chicken Breast Premium confezione,Verso Natura,500.0,g,8, 3.93 ,"3,01",€,available,Conad,Milan,30/01/2026,9631012343542,limited edition
CON-00108,CP0108,ALT0108,Meat,Chicken,Chicken Thighs Premium,Parmalat,500,g,3,5.49,,EUR,available,Conad,Milan,2026-03-19,6598184707108,check allergen label
CON-00109,CP0109,ALT0109,Meat,Beef, Minced Beef Premium ,Verso Natura,400,g,3,EUR 6.90,,eur,,Conad,milan,14-01-2026,7622679911661,new
CON-00110,CP0110,ALT0110, Meat ,Beef,Beef Steak Premium 300g,Petfriends,300,g,,EUR 3.85,,eur,limited,Conad,MILANO,21-02-2026,,
CON-00111,CP0111,ALT0111,Meat,CURED MEATS,Sapori e Dintorni Prosciutto Cotto Premium,Sapori e Dintorni,120,g,6,"5,41",,€,in stock,Conad,Milan,2026/02/26 18:55,6251013215573,
CON-00112,CP0112,ALT0112,Meat,Cured Meats,Aia Salame Milano Premium,Aia,100,g,1,EUR 5.85,,EUR,limited,Conad,Milano,2026-02-14 12:57:00,,limited edition
CON-00113,CP0113,ALT0113,Pantry,Pasta,Piacersi Spaghetti Premium,Piacersi,375.0,g,4,"1,85",,Euro,limited,Conad,milan,30/04/2026,5946064193375,private label
CON-00114,CP0114,ALT0114,Pantry,Pasta,Penne Rigate Premium,Verso Natura,375.0,g,8,"€4,14",,€,low stock,Conad,Milan,2026-03-28,3688393963044,imported
CON-00115,CP0115,ALT0115,Pantry,Pasta,Fusilli Premium,Conad,625.0,g,1,"€3,61",EUR 3.18,Euro,in stock,Conad,milan,2026-03-02,2750503609361,imported
CON-00116,CP0116,ALT0116,Pantry, Rice ,Sapori e Dintorni Carnaroli Rice Premium,Sapori e Dintorni,0.75,kg,1,"3,21",,eur,available,Conad,Milan,2026/03/19 21:49,7390413122461,seasonal item
CON-00117,CP0117,ALT0117,Pantry,Rice,Petfriends Basmati Rice Premium confezione,Petfriends,1,kg,8,4.33,,Euro,limited,Conad,milan,2026-02-02,2927565711995,
CON-00118,CP0118,ALT0118,Pantry,Sauce,PIACERSI TOMATO PASSATA PREMIUM,Piacersi,700,ml,1, 2.38 ,,EUR,limited,Conad,MILANO,06-03-2026,,check allergen label
CON-00119,CP0119,ALT0119,Pantry,Sauce,Sapori e Dintorni Pesto Genovese Premium confezione,Sapori e Dintorni,285.0,g,8,"3,21",EUR 2.30,EUR,in stock,Conad,Milan,2026-02-21,5163415551234,limited edition
CON-00120,CP0120,ALT0120,pantry,oil,Petfriends Extra Virgin Olive Oil Premium confezione,petfriends,,l,1,3.37,"€2,71",€,OUT OF STOCK,Conad,MILANO,21/03/2026,3042071031421,check allergen label
CON-00121,CP0121,ALT0121,Pantry,Oil,Sunflower Oil Premium,Piacersi,0.75,l,4,3.60,"€2,59",eur,,Conad,MILANO,2026-03-03,5616648734324,check allergen label
CON-00122,CP0122,ALT0122,Pantry,Flour,All Purpose Flour Premium 1.25kg,Petfriends,1.25,kg,1,3.30,,€,OUT OF STOCK,Conad,MILANO,25-02-2026,0677150416269,private label
CON-00123,CP0123,ALT0123,Pantry,Flour,00 Flour Premium 1.5kg,Petfriends,1.5,kg,2,4.38,EUR 3.73,eur,in stock,Conad,milan,2026-04-08 11:50:00,7375684696251,
CON-00124,CP0124,ALT0124,Pantry,Sugar,Conad White Sugar Premium,Conad,0.75,kg,1, 1.83 ,,eur,limited,Conad,Milano,04-01-2026,2879023149951,check allergen label
CON-00125,CP0125,ALT0125,Pantry,Sugar,Brown Sugar Premium,Piacersi,1.25,kg,1,2.93,,eur,limited,Conad,milan,2026-04-14 22:05:00,1979750758085,seasonal item
CON-00126,CP0126,ALT0126,Pantry,Coffee,Conad Kids Ground Coffee Premium confezione,Conad Kids,187.5,g,1,,,€,in stock,Conad,Milan,17/03/2026,4236758055204,limited edition
CON-00127,CP0127,ALT0127,Pantry,Coffee,Conad Coffee Beans Premium confezione,Conad,750.0,g,8,"€4,00",,EUR,low stock,Conad,milan,2026-03-13 03:40:00,2161437091256,check allergen label
CON-00128,CP0128,ALT0128,Pantry,Cereal,Corn Flakes Premium 375g,Verso Natura,375,g,6, 3.61 ,EUR 2.60,EUR,,Conad,Milan,09-03-2026,9003891079446,
CON-00129,CP0129,ALT0129,Pantry,Cereal,Verso Natura Muesli Premium confezione,Verso Natura,1125.0,g,8,4.61,,eur,limited,Conad,milan,2026-04-10 21:30:00,5832207774821,imported
CON-00130,CP0130,ALT0130, Frozen ,Pizza,Verso Natura Margherita Pizza Premium confezione,Verso Natura,350,g,4,"€5,14",,€,limited,Conad,Milano,2026-03-12 09:04:00,4819668429239,promo shelf
CON-00131,CP0131,ALT0131,Frozen,Pizza,Vegetable Pizza Premium 570g,Sapori e Dintorni,570.0,g,8,,EUR 2.43,EUR,available,Conad,Milano,17/04/2026,2482368831288,private label
CON-00132,CP0132,ALT0132,Frozen,Vegetables,Frozen Peas Premium 450g,Ferrero,450,g,2,"€2,28","2,15",eur,available,Conad,MILANO,2026/04/16 01:48,8148442342238,limited edition
CON-00133,CP0133,ALT0133,Frozen,Vegetables,Piacersi Frozen Spinach Premium confezione,Piacersi,337.5,g,3, 2.93 ,,€,available,Conad,Milano,01-01-2026,8257065632003,seasonal item
CON-00134,CP0134,ALT0134,Frozen,Fish,Frozen Salmon Fillets Premium 300g,Verso Natura,300.0,g,1,"4,66",,eur,,Conad ,Milan,11-04-2026,2442232359279,limited edition
CON-00135,CP0135,ALT0135,Frozen,Fish,LAVAZZA FISH FINGERS PREMIUM,Lavazza,300,g,4,2.91,,EUR,low stock,Conad,Milano,2026/04/22 23:16,6788062529187,private label
CON-00136,CP0136,ALT0136,Beverages,Water,Still Water Premium,Sapori e Dintorni,,l,1,1.20, 0.98 ,€,available,Conad,milan,23/02/2026,6323739126626,new
CON-00137,CP0137,ALT0137,Beverages,Water,Conad Kids Sparkling Water Premium,Conad Kids,1.12,l,1, 1.24 ,,€,,Conad,milan,06/02/2026,6468318971251,
CON-00138,CP0138,ALT0138,Beverages,Juice,Verso Natura Orange Juice Premium confezione,Verso Natura,1,l,3,1.45,,EUR,low stock,Conad,Milan,27-04-2026,2447617704586,
CON-00139,CP0139,ALT0139,BEVERAGES,Juice ,Apple Juice Premium 0.75l,Petfriends,0.75,l,1,EUR 1.37,,EUR,low stock,Conad,MILANO,27/03/2026,9188747474926,check allergen label
CON-00140,CP0140,ALT0140,Beverages,Soft Drinks,Cola Premium 1.88l,Conad,1.88,l,3,"1,05",,€,in stock,conad,Milan,2026-01-11 07:07:00,2480656676840,
CON-00141,CP0141,ALT0141,Beverages,Soft Drinks, Conad Kids Lemon Soda Premium ,Conad Kids,1.5,l,1, 1.26 ,,EUR,OUT OF STOCK,Conad,Milano,2026-04-14,4243107014127,promo shelf
CON-00142,CP0142,ALT0142,BEVERAGES,Tea,Petfriends Green Tea Premium confezione, Petfriends,25.0,pcs,6,"1,13",,EUR,limited,Conad,milan,2026-02-21,9764072051585,seasonal item
CON-00143,CP0143,ALT0143,Beverages,Tea,Black Tea Premium,Verso Natura ,25,pcs,1,"€1,11","€0,86",EUR,limited,Conad,MILANO,28-04-2026,1622359366293,new
CON-00144,CP0144,ALT0144,Household,Detergent,Conad Kids Dish Soap Premium confezione,Conad Kids,750,ml,1,"2,70",,€,OUT OF STOCK,Conad,MILANO,14-01-2026,9172780272419,seasonal item
